geoid,dist_id,district,maep_expected_local_addon_total,maep_expected_local_addon_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_fy24_addon_total,maep_full_addon_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,maep_rev_full_funding_fy24,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,teacher_add_fy24,ada_add_fy24,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp
2803990,6400,SIMPSON COUNTY,25502181.7235,8478.118924035904,17736834,5421723.6735,7191170.112,5421723.6735,3008,5.106230491739975,17149063,5701.151263297872,5896.553856382979,20080458.049999997,6675.684192154255,0,229,249,205,225,215,217,238,226,278,247,255,211,211,0.3251,1205,50,46,0,41,23,5,31,141,12,132,5,149,5,5,592,256827504,19775362,11132884.07,SIMPSON COU,589.0842579209557,0.292,10928964.51,2737.25007,331,242,22,1648007.65,695616.4,977.9008,878.3359999999999,256827.504,85.38148404255318,12889287.937999997,4285.002638962765,14658734.376499997,4873.249460272606,28869718,9597,11132884,3701,Rural,87900,43850,2455121,919669.9437426,573531,1802.4347318816488
.,2505,SMILOW COLLEGIATE,4394720.242799999,7723.5856639718795,3195835,934310.6028,1076230.4392448957,934310.6028,569,Inf,3040009,5342.722319859403,5616.581722319859,3460409.6399999997,6081.563514938488,0,99,117,122,119,112,0,0,0,0,0,0,0,0,0.5455,0,5,5,0,5,5,0,0,5,0,5,0,27,0,0,59,38436801.40160342,3563138,2050595.21,SMILOW COLL,0,0.401,2297325.97,500.322222,37,15,0,136250.24,128324.4,310.3895,228.169,38436.80140160342,67.55149631213256,2384179.200755104,4190.121618198777,2526099.0371999997,4439.541365905096,NA,NA,NA,NA,NA,NA,NA,67424,193638.93826264,0,1642.022149033392
.,2535,SMILOW PREP,4641916.4845,8044.915917677644,3331298,986864.1345,1091361.9744188136,986864.1345,577,Inf,3182569,5515.717504332755,5773.48006932409,3655052.35,6334.579462738302,0,0,0,0,0,0,136,157,141,143,0,0,0,0,0.5348,150,5,0,0,0,5,0,5,5,0,5,0,11,0,5,20,38977213.37210049,3714170,2015009.09,SMILOW PREP,0,0.401,1881336.95,504.305556,16,15,5,193326.27,130428.08,308.5796,231.377,38977.21337210049,67.55149631213256,2563690.3755811863,4443.13756599859,2668188.2155,4624.24300779896,NA,NA,NA,NA,NA,NA,NA,86780,202057.71121568,0,1710.3364549393416
2804020,6500,SMITH COUNTY,19127372.2862,7829.460616537045,13151414,4066449.2262000004,4576746.552,4066449.2262000004,2443,3.8401057428014718,13389319,5480.687269750307,5383.304952926729,15060923.06,6164.929619320508,0,201,210,161,189,167,187,204,194,214,195,189,149,142,0.2268,622,5,34,0,5,31,5,20,38,17,63,0,93,0,5,309,163455234,14662931,6370545.35,SMITH COUNT,636.180398047518,0.239,5750282.46,2303.78212,136,153,22,1338710.92,570798.14,554.0724,583.877,163455.234,66.90758657388457,10484176.508000001,4291.51719525174,10994473.8338,4500.39862210397,19521959,7990,6370545,2607,Rural,102600,43105,1660431,723516.8301424,293265,1664.5309972165371
2803960,6312,SOUTH DELTA,5606168.7724,9281.736378145695,3813255,1191862.6524,2225227.816,1191862.6524,604,0.7611831874712158,3745880,6201.788079470199,6313.336092715232,4414306.12,7308.453841059602,20,38,42,37,34,41,54,65,40,45,44,55,34,33,0.6514,147,0,5,0,5,5,0,14,28,5,5,0,28,0,0,87,79472422,4251520,2496558.9,SOUTH DELTA,793.5014986426513,0.499,3274558.38,543.522222,61,29,5,463844.52,137206.6,393.4456,301.396,79472.422,131.57685761589406,2189078.304,3624.3018278145696,3222443.4676,5335.1713039735105,6309813,10446,2496558,4133,Rural,65100,28660,263819,180659.9220398,169803,1973.2825370860928
2804050,5412,SOUTH PANOLA,31711101.134000003,7352.446356132623,22847199,5650879.444,5650879.444,7036259.856300001,4313,11.152024290459769,22396135,5192.704613957802,5297.287039183862,26060221.69,6042.24940644563,162,372,373,315,316,269,307,334,296,360,301,308,294,271,0.3266,1311,51,60,0,74,12,5,61,226,5,125,5,153,5,5,731,201817123,25473072,13181107.33,SOUTH PANOL,386.745929498167,0.327,12557599.67,3535.91111,453,268,15,2257017.62,956005.07,1408.6258,1410.351,201817.123,46.79274820310688,20409342.246,4732.052456758636,19023961.8337,4410.84206670531,36028306,8353,13181107,3056,Town,87500,40911,2421020,1245325.91081956,576931,1310.1969496869929
2804080,5712,SOUTH PIKE,11885891.645999998,7633.841776493255,8165560,2526921.846,3103385.852,2526921.846,1557,6.508362141886874,8151934,5235.6673089274245,5244.41875401413,9358969.799999999,6010.899036608863,32,102,116,105,135,101,107,128,122,126,112,133,95,99,0.4463,602,0,25,0,20,5,5,25,76,5,27,0,46,5,0,231,110835209,9104044,5294228.08,SOUTH PIKE,239.23069522812415,0.332,5536574.28,1417,142,87,10,840693.02,352716.78,694.8891,516.924,110835.209,71.18510533076429,6255583.947999999,4017.7160873474622,6832047.953999999,4387.956296724469,13459788,8644,5294228,3400,Rural,81300,33446,989675,470358.4380626,301940,1622.942739884393
2800189,5321,STARKVILLE OKTIBBEHA,36092415.8897,7374.829564711893,24494240,7673190.779700001,13201235.824,7673190.779700001,4894,10.681477055165505,24650767,5036.936452799346,5004.953003677973,28419225.11,5806.95241315897,128,408,418,362,345,295,321,374,363,357,379,402,293,362,0.3467,1677,103,60,0,107,26,5,37,166,5,149,5,177,0,5,739,471472708,27309410,31135336.19,STARKVILLE,458.17633410851994,0.235,15583249.46,4364.64804,450,282,10,2818917.63,1106067.48,1696.7498,1150.09,471472.708,96.33688353085411,15217989.286,3109.519674295055,20746034.3303,4239.075261606048,55629576,11366,31135336,6361,Town,162900,40453,2923798,1433001.17863928,633622,1567.8771515529222
2804170,6600,STONE COUNTY,19466801.792,7731.0571056393965,13940623,3713884.4119999995,3713884.4119999995,4253287.692600001,2518,5.653046900359136,13232967,5255.348292295473,5536.387212073074,15752917.38,6256.122867355044,0,205,233,202,180,186,181,209,186,193,201,190,153,169,0.2857,900,20,32,0,24,15,5,17,60,5,55,5,113,5,5,327,132638729,15542846,7227078.97,STONE COUNT,445.4235113174158,0.231,10053634.51,2200.52222,197,129,15,1232146.56,580147.82,719.3926,581.658,132638.729,52.676222795869734,12039032.968000002,4781.188629070692,11499629.6874,4566.969693169182,21167701,8406,7227078,2870,Town,112800,45483,1228939,704807.74965788,293713,1474.9342382843524
2800187,6711,SUNFLOWER CONS,23015730.384500004,7857.879953738478,15674631,4893108.034500001,6061626.143999999,4893108.034500001,2929,4.198302405793465,15747713,5376.481051553431,5351.529873677023,18122622.35,6187.307050187778,89,190,216,199,160,178,200,211,207,239,250,283,239,207,0.5682,1090,0,40,0,34,26,5,23,81,5,131,5,68,5,5,420,216486648,17476146,12419498.79,SUNFLOWER C,697.6629401345922,0.605,12902524.02,2679.71508,183,230,15,1791176.13,656815.22,1664.2578,1772.0449999999998,216486.648,73.91145373847729,12060996.206000002,4117.786345510413,13229514.3155,4516.734146637078,28094129,9591,12419498,4240,Town,78400,30838,1931441,894237.301444,315043,1670.5729035507002
2804230,6900,TATE COUNTY,16316011.252,8101.296550148957,11336853,3399096.932,3399096.932,3487566.8664,2014,5.586396339477319,11083581,5503.267626613704,5629.023336643496,12916914.32,6413.562224428997,0,160,169,152,135,135,157,161,171,164,170,162,164,98,0.302,734,74,34,0,24,13,5,5,111,5,73,5,81,0,5,357,121396319,12639819,5934089.81,TATE COUNTY,360.5186380650601,0.198,7219167.87,1776.33056,216,135,10,1114914.6,465146.72,608.228,398.772,121396.319,60.27622591857001,9517817.388,4725.827898709037,9429347.4536,4681.900423833168,17270942,8575,5934089,2946,Rural,105500,48404,1200972,595183.79765752,362274,1687.7343257199602
2804260,7100,TISHOMINGO,23012215.4436,7943.464081325509,15749313,4892360.7636,5488730.352,4892360.7636,2897,6.828696770321049,16077407,5549.674490852606,5436.42147048671,18119854.68,6254.69612702796,0,259,252,228,180,200,243,207,218,217,272,252,205,5,0.177,1019,80,45,0,47,5,5,24,102,5,92,5,198,5,5,527,196026084,17559412,10142771.65,TISHOMINGO,424.23907481014106,0.192,12096886,2574.30972,347,176,15,1702273.1,668268.58,512.769,556.224,196026.084,67.66519986192613,12631124.328,4360.070530894028,13227493.9164,4565.928172730411,25892084,8937,10142771,3501,Rural,88100,37681,1791674,845710.76378772,617761,1688.7679542975493
2804290,7200,TUNICA COUNTY,12960907.580799999,7756.377965769,8744306,2755468.5408,5357212.643999999,2755468.5408,1671,3.6800676727817376,8664842,5185.423099940155,5232.977857570318,10205439.04,6107.384225014961,55,136,138,130,148,90,158,121,105,122,124,112,99,100,0.5925,526,25,28,0,14,5,5,23,34,5,28,5,31,0,5,177,191329023,9749306,14461914.11,TUNICA COUN,454.06773694922373,0.418,6049221.15,1462.53893,79,94,10,1090184.37,370948.67,990.0675,698.478,191329.023,114.4997145421903,4848226.396,2901.3922178336325,7449970.4991999995,4458.390484260921,23206220,13887,14461914,8654,Rural,107100,39370,1099381,487314.12962356,281292,1648.9937407540394
2804320,4120,TUPELO,52270699.8653,7329.038119083006,35665419,11112668.475300001,17528233.996,11112668.475300001,7132,98.67409917658661,35179805,4932.670358945597,5000.759814918676,41158031.39,5770.896156758273,277,573,590,532,493,447,517,545,499,566,546,534,462,435,0.2939,1361,390,106,0,100,41,5,33,328,39,213,5,220,5,5,1101,626008357,39764514,40188126.97,TUPELO,72.27833909318608,0.214,17584101.65,6037.34831,648,403,49,3913684.71,1578927.68,2096.0948,1526.248,626008.357,87.77458735277621,23629797.394,3313.207710880539,30045362.9147,4212.754194433539,75853545,10635,40188126,5634,Town,149500,51258,4478089,2090451.31658992,599098,1558.1419623247336
2804380,5131,UNION CITY,7764838.59,8376.309158576052,6317744,700645.96,700645.96,1907332.0101,927,13.04866411396549,5986271,6457.681769147788,6815.2578209277235,7064192.63,7620.488274002158,20,72,84,53,58,68,68,73,66,67,74,69,77,65,0.2376,311,0,17,0,5,0,0,5,57,5,48,5,93,5,0,237,25023070,7043854,1613482.72,UNION CITY,71.04175507191323,0.27399999999999997,3247612.47,811.234637,155,75,10,534444.57,212004.06,220.2552,253.99799999999996,25023.07,26.993603020496224,6363546.67,6864.667389428263,5156860.619899999,5562.956440021574,7931226,8555,1613482,1740,Rural,80900,39848,821488,272451.93553884,135974,755.8208845738942
2804350,7300,UNION COUNTY,22305357.81,7485.0193993288585,17294844,2875170.48,2875170.48,5246150.5791,2980,8.796820180023982,17216159,5777.234563758389,5803.638926174496,19430187.33,6520.197090604026,79,281,272,221,227,207,215,195,205,252,213,235,188,147,0.1726,806,27,30,0,51,17,5,14,93,11,76,0,195,5,5,499,102684660,19282574,7657298.54,UNION COUNT,338.75877180791434,0.18899999999999997,6419076.1,2696.8,339,142,21,1460062.49,675280.84,514.348,563.2199999999999,102684.66,34.45793959731544,16555016.849999998,5555.3747818791935,14184036.750899998,4759.743876140939,24952142,8373,7657298,2569,Rural,98100,46559,1924952,865588.77022128,97769,964.8223087248322
2804470,7500,VICKSBURG WARREN,53084193.412300006,7735.96523058875,36271376,11285615.922300002,17506014.26,11285615.922300002,6862,11.66108155388985,34724195,5060.360682016904,5285.831535995337,41798577.49,6091.3112051879925,287,507,580,531,445,440,436,524,491,508,574,535,479,416,0.4498,2621,76,92,0,117,20,5,36,92,13,105,5,419,5,5,909,625214795,40440115,39766946.61,VICKSBURG W,588.4531351820453,0.33399999999999996,19995701.65,5866.89831,628,263,23,4002969.45,1524232.04,3086.5276,2291.908,625214.795,91.11261949868843,24292563.23,3540.157859224716,30512961.5677,4446.657179787234,76038322,11081,39766946,5795,Rural,128400,45113,4286225,2033155.14918732,632074,1644.654025400758
2800185,0618,W. BOLIVAR CONS,9596536.9283,10230.849603731343,6644042,2040208.6383000002,2755138.6799999997,2040208.6383000002,938,1.6671143711038507,6648896,7088.37526652452,7083.200426439233,7556328.29,8055.787089552239,0,62,63,63,78,52,74,84,63,75,103,67,59,74,0.5904,276,5,14,0,16,5,5,5,64,5,16,0,29,0,5,163,98397810,7407654,4263046.94,W. BOLIVAR,562.6488597653439,0.508,4751804.68,826.616667,109,45,10,693971.2,218315.09,553.7952,476.504,98397.81,104.90171641791045,4801189.61,5118.539029850746,5516119.651699999,5880.724575373134,10907088,11628,4263046,4544,Rural,60800,23709,660280,271866.57752148,178822,2175.0625141791047
2804650,6812,W. TALLAHATCHIE,5592489.3357,10901.538666081871,3923468,1188954.4257,2144998.688,1188954.4257,513,1.8463576891241769,3925194,7651.450292397661,7648.0857699805065,4403534.91,8583.888713450293,5,26,37,46,39,25,39,39,36,49,54,50,29,37,0.4446,149,0,5,0,5,0,5,5,18,5,14,0,30,0,5,79,76607096,4374400,2443868.48,W. TALLAHAT,277.8443218352466,0.462,2606776.83,489.938889,53,29,10,353378.71,126688.2,228.0798,237.006,76607.096,149.3315711500975,2258536.222,4402.604721247563,3214580.4843,6266.238760818714,6367336,12411,2443868,4763,Rural,69000,24367,497033,161950.84155528,15745,2317.649952631579
2804440,7400,WALTHALL COUNTY,14159885.916900001,8408.483323574823,9795183,3010369.4469000003,3148167.764,3010369.4469000003,1684,4.169630479732833,9421614,5594.782660332541,5816.616983372922,11149516.47,6620.853010688837,17,133,140,116,128,129,116,155,125,140,119,136,111,89,0.3329,630,21,18,0,32,5,0,21,72,5,47,5,54,0,5,263,112434563,10920962,5651277.33,WALTHALL CO,403.8727192218485,0.332,5317377.92,1552.78977,158,96,10,963049.24,391284.23,560.6035999999999,559.0880000000001,112434.563,66.76636757719714,8001348.706,4751.394718527316,8139147.0231,4833.22269780285,15446460,9172,5651277,3355,Rural,95800,30961,1189013,493745.01242896,397528,1787.6303128859859
2804500,8113,WATER VALLEY,8319751.472,7992.076341978866,6101798,1430334.892,1430334.892,1860142.4766000002,1041,7.953188529623865,5998354,5762.1075888568685,5861.477425552353,6889416.58,6618.075485110471,20,78,109,83,73,74,79,73,67,78,74,82,62,64,0.3063,361,12,16,0,18,5,0,5,43,5,25,5,41,0,0,164,51083389,6803089,2699399.25,WATER VALLE,130.89089943266222,0.324,3223381.18,947.589888,102,56,5,549669.15,237949.43,318.85830000000004,337.284,51083.389,49.07145917387128,5459081.688,5244.074628242075,5029274.103399999,4831.195104130643,8801197,8454,2699399,2593,Town,87000,42193,604291,312500.62741464,179329,1374.0008568683957
2804530,7700,WAYNE COUNTY,25084324.172,8649.76695586207,18124629,4610203.612,4610203.612,5528012.5512,2900,3.5775751085487926,17353589,5983.9962068965515,6249.872068965517,20474120.56,7060.041572413793,0,263,241,232,215,208,199,243,215,203,252,235,181,162,0.435,955,62,22,0,54,29,5,5,237,18,97,0,163,0,5,638,164650129,20207727,7796670.5,WAYNE COUNT,810.6049242880482,0.317,16482650.55,2654.66192,454,158,23,1684261.63,665229.93,1261.5,919.3000000000001,164650.129,56.775906551724134,15863916.947999999,5470.316188965517,14946108.0088,5153.830347862069,25921299,8938,7796670,2688,Town,85800,37706,2674018,833432.5661086,551503,1589.7253834482758
2804560,7800,WEBSTER COUNTY,13644530.028,7846.193230592295,10043683,2175009.9280000003,2175009.9280000003,3096770.427,1739,4.129660876600413,10287189,5915.577343300748,5775.550891316849,11469520.1,6595.468717653824,40,132,149,117,113,121,125,123,112,132,147,139,142,92,0.2219,669,11,20,0,58,5,5,17,118,5,33,5,68,0,5,336,77678926,11198023,4015421.15,WEBSTER COU,421.09995274758876,0.239,4977047.02,1492.00559,244,85,10,1034552.87,391284.23,385.8841,415.621,77678.926,44.668732604945376,9294510.171999998,5344.744204715353,8372749.6729999995,4814.692163887291,14059104,8084,4015421,2309,Rural,84000,45730,1355347,513915.6978712,353648,1250.7245129384705
2804590,3112,WEST JASPER,11383142.0165,8067.42878561304,7883905,2420038.0665,3243860.676,2420038.0665,1411,4.079538322179841,7552672,5352.708717221829,5587.459248759745,8963103.95,6352.306130403968,40,118,104,97,96,111,96,102,98,121,117,91,96,102,0.3182,383,15,15,0,24,5,0,17,57,5,39,0,141,5,5,304,115852167,8790017,5335260.850000001,WEST JASPER,345.87247099226977,0.24100000000000002,3560080.1,1234.84358,222,76,15,762010.96,317187.99,448.98019999999997,340.05100000000004,115852.167,82.10642593905033,5719243.273999999,4053.3262041105595,6543065.883499999,4637.183475194896,13219165,9368,5335260,3781,Rural,83900,39537,1301474,385583.56042916,102635,1715.1226552090718
2800191,1321,WEST POINT CONS,20301499.2369,7781.333551897279,13964393,4316066.7669,6134930.704,4316066.7669,2609,6.36316804994253,13996944,5364.8692985818325,5352.392870831736,15985432.47,6127.0342928325035,62,189,206,189,159,151,184,172,180,241,218,242,183,166,0.4168,866,12,40,0,28,34,5,18,89,12,83,5,120,5,0,427,219104668,15569347,9719600.08,WEST POINT,410.015888237238,0.314,12580623.9,2301.40556,237,185,17,1428737.06,592302.41,1087.4312,819.226,219104.668,83.98032502874665,9850501.766,3775.5851920275973,11669365.7031,4472.735033767727,23683993,9077,9719600,3725,Town,89900,31833,2071057,798645.83108916,381618,1654.299259064776
2804680,7613,WESTERN LINE,12390669.4655,7592.321976409315,8385003,2634236.8155000005,5024405.3719999995,2634236.8155000005,1632,4.582993156425828,8168065,5004.941789215686,5137.869485294118,9756432.65,5978.206280637255,67,113,125,89,105,120,124,124,142,129,126,143,114,86,0.4448,560,0,11,0,24,5,5,5,71,5,19,5,91,5,5,234,179443049,9348707,8961731.27,WESTERN LIN,356.09915710036967,0.28600000000000003,7532207.86,1428.52514,186,50,15,1000714.73,370714.92,725.9136,466.75200000000007,179443.049,109.95284865196078,4732027.278000001,2899.5265183823535,7122195.8345,4364.090584865196,17346734,10629,8961731,5491,Town,88300,37851,1028892,486436.98764036,38899,1614.115695772059
2804710,7900,WILKINSON COUNTY,7396953.5194999995,8301.855801907968,4986174,1572580.6695,1917044.864,1572580.6695,891,1.3141336214878194,5232876,5873.037037037037,5596.154882154882,5824372.85,6536.894332210998,16,59,58,71,55,45,76,74,51,95,85,73,47,49,0.4677,338,5,5,0,14,0,5,27,37,0,12,0,44,0,0,138,68465888,5559244,2720037.8,WILKINSON C,678.0132441868725,0.36200000000000004,3755479.77,870.443243,95,49,0,635310.73,202888.12,416.7207,322.54200000000003,68465.888,76.84162514029181,3907327.9859999996,4385.328828282828,4251792.1805,4771.932862514029,7706211,8648,2720037,3052,Rural,70300,27313,726936,297007.43585424,233847,1764.9614696969697
2800196,4911,WINONA-MONTG CONS,9545634.842,8344.08640034965,6583183,2022325.5920000002,2022325.5920000002,2031293.4975,1144,2.8113312805530732,6549279,5724.8942307692305,5754.5305944055945,7523309.25,6576.319274475524,16,100,92,79,85,80,84,71,75,105,89,101,56,75,0.4336,317,0,21,0,17,5,5,16,62,5,29,5,52,5,5,212,72225914,7339801,3512742.77,WINONA-MONT,406.92465093439324,0.313,6588468.59,1034.85556,131,81,15,678335.13,261791.12,496.03839999999997,358.072,72225.914,63.13454020979022,5500983.658,4808.552148601399,5492015.7524999995,4800.713070367133,10095925,8825,3512742,3070,Town,84800,39840,928138,343779.68954412,270631,1767.7671258741261
2804770,8220,YAZOO CITY,15391855.185999999,7585.93158501725,12249457,1642767.476,1642767.476,3712253.6817,2029,201.22958124722948,12508965,6165.088713652045,6037.1892557910305,13749087.709999999,6776.287683587974,20,120,148,134,193,100,171,210,108,167,173,170,165,105,0.6393,650,0,22,0,20,5,0,28,40,5,33,0,111,5,0,273,58670267,13657311,2952057.44,YAZOO CITY,10.083010596276015,0.439,7187346.48,1909.6,171,88,10,1036587.67,463043.04,1297.1397,890.731,58670.267,28.915853622474124,12106320.234,5966.643782158699,10036834.028299998,4946.69000901922,15201514,7492,2952057,1454,Town,70900,24688,1386466,620909.1189648,251512,809.6439014292755
2804800,8200,YAZOO COUNTY,10736571.706899999,8133.766444621211,7391658,2282578.2369,6535404.3440000005,2282578.2369,1320,1.4471631241482514,6995746,5299.807575757576,5599.740909090909,8453993.469999999,6404.540507575756,55,97,79,73,97,73,90,96,92,102,112,126,91,111,0.4028,276,13,15,0,11,18,0,15,58,14,32,5,55,0,0,219,233407298,8241196,7529716.78,YAZOO COUNT,912.1293777969258,0.285,5294693.25,1151.67975,124,85,14,770391.62,291943.85,531.696,376.2,233407.298,176.82371060606062,1918589.1259999983,1453.4766106060592,6171415.233099999,4675.314570530302,14921374,11304,7529716,5704,Rural,109300,42070,1024058,400492.28901504003,47938,1729.2259370454544
